dis_mid,raw_kdp_abs_diff,reg_kdp_abs_diff,kdp_lsf_abs_diff
27.3375,0.0,0.0,3.484683723630991e-15
27.4125,0.0,0.0,3.484683723630991e-15
27.487499999999997,,0.0,8.530944640722737e-15
27.5625,,0.0,8.530944640722737e-15
27.637500000000003,,0.0,0.0
27.7125,,0.0,0.0
27.7875,,0.0,0.0
27.862499999999997,,0.0,1.0520371220643436e-15
27.9375,,0.0,4.718656521384454e-15
28.012500000000003,,0.0,5.770693643448797e-15
28.0875,0.0,0.0,2.609054866571569e-15
28.1625,0.0,0.0,2.609054866571569e-15
28.237499999999997,0.0,0.0,0.0
28.3125,0.0,0.0,0.0
28.387500000000003,0.0,0.0,0.0
28.4625,0.0,0.0,5.406932294596889e-15
28.5375,0.0,0.0,2.0685677670574092e-15
28.612499999999997,0.0,0.0,1.8016138478656613e-15
28.6875,0.0,0.0,4.011892668367268e-18
28.762500000000003,0.0,0.0,5.0918349507409325e-15
28.8375,0.0,0.0,5.254636865038227e-16
28.9125,0.0,0.0,6.099110051242561e-15
28.987499999999997,0.0,0.0,3.286613438821706e-15
29.0625,0.0,0.0,7.4802513000523975e-16
29.137500000000003,0.0,0.0,4.0346385688269456e-15
29.2125,0.0,0.0,0.0
29.2875,0.0,0.0,2.0018430282818417e-15
29.362499999999997,0.0,0.0,2.0018430282818417e-15
29.4375,,0.0,0.0
29.512500000000003,,0.0,0.0
29.5875,,0.0,0.0
29.6625,,0.0,0.0
29.737499999999997,,0.0,1.0350858441028472e-14
29.8125,0.0,0.0,5.680091007269931e-15
29.887500000000003,0.0,0.0,3.4446983222183242e-15
29.9625,0.0,0.0,2.198342919419035e-15
30.0375,0.0,0.0,3.4244120309592525e-15
30.112499999999997,0.0,0.0,6.0846020138962826e-15
30.1875,0.0,0.0,6.0846020138962826e-15
30.262500000000003,0.0,0.0,0.0
30.3375,0.0,0.0,0.0
30.4125,0.0,0.0,0.0
30.487499999999997,0.0,0.0,0.0
30.5625,0.0,0.0,0.0
30.637500000000003,0.0,0.0,0.0
30.7125,0.0,0.0,0.0
30.7875,0.0,0.0,0.0
30.862499999999997,0.0,0.0,1.0923958449527647e-14
30.9375,0.0,0.0,7.844227056000776e-15
31.012500000000003,0.0,0.0,2.8434011443057064e-15
31.0875,0.0,0.0,4.714647401934221e-15
31.1625,0.0,0.0,4.480589313277219e-15
31.237499999999997,0.0,0.0,4.703883378781672e-16
31.3125,0.0,0.0,2.106620626394095e-15
31.387500000000003,0.0,0.0,2.096566228331194e-15
31.4625,0.0,0.0,3.271369004251657e-15
31.5375,0.0,0.0,9.318178504736321e-16
31.612499999999997,0.0,0.0,7.187366399674511e-15
31.6875,0.0,0.0,7.187366399674511e-15
31.762500000000003,0.0,0.0,0.0
31.8375,0.0,0.0,6.906423203074683e-16
31.9125,0.0,0.0,6.906423203074683e-16
31.987499999999997,0.0,0.0,6.874077935912294e-15
32.0625,0.0,0.0,6.874077935912294e-15
32.1375,0.0,0.0,0.0
32.2125,0.0,0.0,0.0
32.2875,0.0,0.0,5.675239857565305e-15
32.3625,0.0,0.0,2.504461593109368e-15
32.4375,0.0,0.0,1.122483695137127e-15
32.5125,0.0,0.0,1.1938458331317835e-14
32.5875,0.0,0.0,1.62317202909109e-14
32.6625,0.0,0.0,0.0
32.7375,,0.0,7.164578064631371e-15
32.8125,,0.0,5.600904464126722e-15
32.8875,,0.0,1.5636736005046489e-15
32.9625,,0.0,0.0
33.0375,,0.0,7.099599494891766e-15
33.1125,,0.0,2.893748457717425e-15
33.1875,,0.0,4.2058510371743406e-15
33.2625,,0.0,0.0
33.3375,,0.0,1.9788156316548906e-15
33.4125,,0.0,1.9788156316548906e-15
33.4875,,0.0,3.5021559099760502e-15
33.5625,,0.0,3.5021559099760502e-15
33.6375,,0.0,0.0
33.7125,,0.0,4.565938601632486e-15
33.7875,,0.0,4.565938601632486e-15
33.8625,,0.0,2.1646367539669506e-15
33.9375,,0.0,2.1646367539669506e-15
34.0125,,0.0,0.0
34.0875,,0.0,4.730804572465968e-15
34.1625,,0.0,4.730804572465968e-15
34.2375,,0.0,3.853720380205943e-15
34.3125,,0.0,3.426464058751052e-15
34.3875,,0.0,4.272563214548909e-16
34.4625,,0.0,0.0
34.5375,,0.0,0.0
34.6125,,0.0,0.0
34.6875,,0.0,0.0
34.7625,,0.0,0.0
34.8375,,2.664535259100376e-15,2.08684633672443e-16
34.9125,,,
34.9875,,,
35.0625,,,
35.1375,,,
35.2125,,,
35.2875,,,
35.3625,,,
35.4375,,,
35.5125,,,
35.5875,,0.0,2.89797802446336e-15
35.6625,,0.0,2.89797802446336e-15
35.7375,,0.0,0.0
35.8125,,0.0,0.0
