dis,phi,reg_phi,kdp,reg_kdp
31.6875,79.44,73.65719665271968,-32.93333333333207,0.0
31.762500000000003,74.5,73.65719665271968,-27.466666666666956,0.0
31.8375,70.38,73.65719665271968,38.4000000000004,0.0
31.9125,76.14,73.65719665271968,-8.93333333333344,0.0
31.987499999999997,74.8,73.65719665271968,22.133333333333592,0.0
32.0625,78.12,73.65719665271968,-56.39999999999792,0.0
32.1375,69.66,73.65719665271968,112.59999999999573,0.0
32.212500000000006,86.55,73.65719665271968,-188.06666666667732,0.0
32.2875,58.34,73.65719665271968,183.5333333333264,0.0
32.3625,85.87,73.65719665271968,-48.20000000000277,0.0
32.4375,78.64,73.65719665271968,-43.46666666666499,0.0
32.5125,72.12,73.65719665271968,-1.6,0.0
32.587500000000006,71.88,73.65719665271968,69.46666666667063,0.0
32.6625,82.3,73.65719665271968,-145.99999999999446,0.0
32.7375,60.4,73.65719665271968,-71.53333333333738,0.0
32.8125,49.67,73.65719665271968,174.33333333332666,0.0
32.8875,75.82,73.65719665271968,-1.9999999999999052,0.0
32.962500000000006,75.52,73.65719665271968,-32.133333333335116,0.0
33.0375,70.7,73.65719665271968,124.66666666666197,0.0
33.1125,89.4,73.65719665271968,-63.86666666667038,0.0
33.1875,79.82,73.65719665271968,180.13333333332656,0.0
33.2625,106.84,73.65719665271968,-234.5999999999911,0.0
33.337500000000006,71.65,73.65719665271968,-16.866666666667633,0.0
